ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 72 - Scientific research and development",2017,9.224,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 73 - Advertising and market research",2017,34.573,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 74 - Other professional, scientific and technical activities",2017,57.3,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 75 - Veterinary activities",2017,16.722,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 77 - Rental and leasing activities",2017,33.522,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 78 - Employment activities",2017,129.583,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 79 - Travel agency, tour operator, reservation service and related activities",2017,28.894,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 80 - Security and investigation activities",2017,114.017,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 81 - Services to buildings and landscape activities",2017,129.496,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 82 - Office administrative, office support and other business support activities",2017,78.302,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 84 - Public administration and defence; compulsory social security",2017,721.578,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 85 - Education",2017,853.589,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 86 - Human health activities",2017,342.255,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 87 - Residential care activities",2017,5.285,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 88 - Social work activities without accommodation",2017,9.654,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 90 - Creative, arts and entertainment activities",2017,93.359,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 91 - Libraries, archives, museums and other cultural activities",2017,4.503,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 92 - Gambling and betting activities",2017,20.19,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 93 - Sports activities and amusement and recreation activities",2017,70.152,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 94 - Activities of membership organizations",2017,118.073,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 95 - Repair of computers and personal and household goods",2017,105.497,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 96 - Other personal service activities",2017,271.316,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 97 - Activities of households as employers of domestic personnel",2017,404.336,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: 99 - Activities of extraterritorial organizations and bodies",2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15+","Economic activity (ISIC-Rev.4), 2 digit level: Not elsewhere classified",2017,63.115,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: Total",2017,3337.105,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 01 - Crop and animal production, hunting and related service activities",2017,870.151,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 02 - Forestry and logging",2017,4.052,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 03 - Fishing and aquaculture",2017,14.045,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 05 - Mining of coal and lignite",2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 06 - Extraction of crude petroleum and natural gas",2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 07 - Mining of metal ores",2017,19.168,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 08 - Other mining and quarrying",2017,2.192,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 09 - Mining support service activities",2017,1.896,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 10 - Manufacture of food products",2017,83.751,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 11 - Manufacture of beverages",2017,10.47,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 12 - Manufacture of tobacco products",2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 13 - Manufacture of textiles",2017,11.948,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 14 - Manufacture of wearing apparel",2017,54.818,,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by age and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,"Age (Youth, adults): 15-24","Economic activity (ISIC-Rev.4), 2 digit level: 15 - Manufacture of leather and related products",2017,18.149,,,,Repository: ILO-STATISTICS - Micro data processing
